Roll No,Name,Gender,Age,Parents’ Education,Occupation,Family Income,Attendance (%),Previous Exam Performance,Hours of Study per Day,Hours of Sleep per Day,Class Participation,Assignment Submission Rate (%),Enrolled in Test Preparation Course,Receiving Tuition,Hours of Self-Study per Day,Health Status,Stress Level,Extra-Curricular Activities,Pass or Fail,Source of Study,Expected Percentage,Actual Percentage
910,Aditya,Male,17,PG,Doctor,446796,69.84,47.5,1.5,7.3,Medium,94.24,No,No,0.7,Excellent,2,Music,Pass,Offline,52,53
911,Rajat,Male,17,High School,Driver,255931,81.25,59.57,3.8,6.1,High,50.78,No,Yes,3.8,Poor,3,Sports,Pass,Offline,55,55
912,Tanya,Female,17,UG,Salesperson,427169,70.13,53.28,2.9,5.6,Medium,55.41,No,Yes,3.9,Average,2,Sports,Pass,Offline,52,53
913,Komal,Female,17,UG,Clerk,105298,86.74,58.51,2.3,6.9,Medium,91.32,Yes,Yes,0,Excellent,3,Dance,Pass,Online,52,53
914,Tanya,Female,17,PG,Manager,115330,77.13,56.1,4.2,7.5,High,56.39,No,No,3.7,Good,5,Sports,Pass,Offline,52,47
915,Sakshi,Female,14,PG,Manager,244646,90.68,46.77,1.3,5.2,Medium,88.72,Yes,Yes,0.4,Good,2,None,Pass,Online,52,53
916,Aniket,Male,15,UG,Technician,234179,70.19,70.36,4.3,5.3,Low,68.69,No,Yes,0.2,Good,3,Music,Pass,Offline,52,53
917,Pranav,Male,16,High School,Shopkeeper,453425,95.1,64.21,5.7,6.7,High,86.02,No,Yes,1,Average,2,Music,Pass,Online,78,78
918,Krishna,Male,16,PG,Engineer,426738,51.56,65.12,2.6,6.3,Low,84.82,No,No,1.3,Excellent,4,None,Pass,Offline,52,53
919,Aditya,Male,16,UG,Teacher,157022,93,80.59,5.5,6.7,High,81.87,Yes,No,3.1,Good,3,Music,Pass,Online,52,53
920,Aditya,Male,18,High School,Driver,129925,50.74,63.64,5.1,7.1,High,62.14,No,No,1.6,Poor,3,None,Pass,Offline,65,66
921,Swati,Female,17,UG,Technician,136322,64.74,51.23,1.2,8.1,Medium,99.76,Yes,Yes,2.7,Excellent,5,Sports,Pass,Online,52,48
922,Harsh,Male,16,PG,Engineer,147973,58.16,72.25,3,5.7,Low,82.07,Yes,No,2.2,Excellent,3,Sports,Pass,Offline,52,53
923,Aditya,Male,15,High School,Tailor,185225,78.29,76.65,5.1,7.1,Medium,98.25,No,Yes,2.3,Average,5,Art,Pass,Online,50,48
924,Diya,Female,18,PG,Doctor,224283,55.2,69.83,2,7.8,High,89.19,No,Yes,1.8,Average,2,Dance,Pass,Online,52,53
925,Nikhil,Male,17,UG,Technician,129356,95.5,41.66,2.1,5.2,High,90.32,Yes,No,0.9,Excellent,1,None,Pass,Offline,52,53
926,Diya,Female,16,UG,Salesperson,345104,72.92,56.51,2.2,6,Low,60.87,Yes,No,3.2,Excellent,2,Music,Pass,Offline,52,53
927,Shreya,Female,15,PG,Manager,397411,93.95,64.98,3.4,8.7,Medium,99.92,No,No,3.2,Excellent,3,Sports,Pass,Offline,52,53
928,Neha,Female,18,PG,Scientist,356761,94.45,69.39,5.9,8.7,Medium,93.63,No,No,2.7,Excellent,5,Dance,Pass,Offline,52,47
929,Rohan,Male,16,PG,Doctor,449913,80.84,75.73,3.7,5.3,High,83.52,No,Yes,0.5,Poor,3,Music,Pass,Online,52,53
930,Anjali,Female,15,PG,Engineer,201828,89.45,69.06,3.4,8.9,Low,66.63,Yes,Yes,0.8,Excellent,5,Dance,Pass,Offline,52,49
931,Amit,Male,17,PG,Manager,436058,86.79,99.15,2.1,8.2,Low,72.33,Yes,No,3.9,Poor,5,None,Pass,Online,52,48
932,Komal,Female,15,PG,Scientist,143848,58.98,83.88,2,8.2,Low,51.64,No,Yes,0.3,Poor,5,Art,Pass,Online,52,50
933,Aarav,Male,16,High School,Driver,70383,74.21,81.72,2.2,8.2,High,94.05,No,No,0.2,Excellent,4,Art,Pass,Online,35,35
934,Aanya,Female,16,UG,Salesperson,218671,61.72,49.69,2.2,6.6,High,97.35,No,No,1.2,Poor,5,None,Pass,Offline,52,49
935,Aditya,Male,17,UG,Accountant,331946,95.53,92.86,1.3,7.3,Medium,53.09,No,No,1.8,Good,4,Sports,Pass,Online,52,53
936,Rajat,Male,16,UG,Clerk,246422,68.69,57.71,3.9,7.6,Low,68.13,Yes,No,3,Average,1,Music,Pass,Offline,52,53
937,Vivaan,Male,18,PG,Manager,378343,99.49,47.44,5.7,5.6,Medium,86.68,Yes,No,3,Poor,5,Music,Pass,Offline,52,47
938,Sneha,Female,15,UG,Technician,377092,65.32,65.11,1.5,8.8,High,50.24,Yes,Yes,0.1,Average,5,Music,Pass,Online,52,49
939,Shreya,Female,18,PG,Professor,422984,69.49,44.35,5.4,7,Medium,86.72,No,Yes,3.5,Poor,1,Art,Pass,Offline,52,53
940,Kunal,Male,16,PG,Doctor,74128,96.66,71.21,5.2,7.6,Low,91.82,No,Yes,1,Poor,5,Sports,Pass,Offline,52,48
941,Amit,Male,17,High School,Driver,247442,64.64,40.15,4.2,7.2,Low,53.04,Yes,No,3.8,Excellent,4,Dance,Pass,Online,51,44
942,Siddharth,Male,14,PG,Engineer,281975,94.35,99.21,1.6,7.8,Low,96.13,Yes,No,4,Poor,5,None,Pass,Online,52,49
943,Amit,Male,17,PG,Scientist,402547,61.78,67.82,2.5,5.9,Medium,92.88,No,No,0.9,Good,5,Sports,Pass,Offline,52,49
944,Amit,Male,15,PG,Scientist,385099,78.32,40.64,3.5,6.8,High,64.52,Yes,Yes,1,Excellent,5,Dance,Pass,Offline,52,51
945,Kunal,Male,18,UG,Clerk,379421,87.33,73.46,4.8,8.5,Low,69.95,No,Yes,0.7,Excellent,3,Art,Pass,Online,52,53
946,Raj,Male,18,PG,Manager,304638,62.49,71.16,1.8,6.3,Low,92.71,No,No,2.4,Poor,2,Dance,Pass,Offline,52,53
947,Raj,Male,15,UG,Clerk,180944,86.83,41.64,3.6,6.3,Medium,99.62,Yes,No,3.3,Average,4,Music,Pass,Offline,52,53
948,Abhishek,Male,15,UG,Salesperson,256865,74,62.9,3.6,5.1,Medium,95.07,No,Yes,0.6,Poor,3,Music,Pass,Online,52,53
949,Shreya,Female,17,High School,Shopkeeper,100538,54.8,68.82,2.8,7.5,Medium,71.93,No,No,1.1,Poor,1,None,Pass,Offline,62,64
950,Siddharth,Male,17,UG,Teacher,378036,98.29,53.92,3.6,5.3,Medium,86.04,No,Yes,1.5,Excellent,2,Art,Pass,Offline,52,53
951,Aditya,Male,15,PG,Manager,392466,78.97,92.41,1.4,7.1,Medium,89.1,Yes,Yes,3.6,Average,5,Sports,Pass,Online,52,49
952,Neha,Female,16,PG,Manager,221891,58.97,77.49,6,6.5,Low,95.6,Yes,Yes,3.5,Average,4,Sports,Pass,Offline,52,53
953,Rajat,Male,16,PG,Engineer,77765,82.4,81.11,5.5,6.9,High,66.99,No,No,3.3,Good,3,Art,Pass,Online,52,53
954,Yash,Male,17,High School,Tailor,195491,85.29,86.69,1.4,5.9,High,58.42,No,No,1.7,Good,1,Dance,Pass,Online,51,53
955,Isha,Female,14,High School,Tailor,451505,54.48,81.44,5.1,7.5,Medium,65.74,Yes,No,0.5,Poor,3,None,Pass,Online,65,65
956,Aarav,Male,16,PG,Professor,68771,87.57,85.39,3.4,6.1,Medium,82.01,Yes,Yes,1,Average,2,Dance,Pass,Online,52,53
957,Krishna,Male,17,PG,Doctor,395666,75.46,45.78,5.9,5.5,High,50.86,No,Yes,0.6,Good,2,Art,Pass,Online,52,53
958,Rohan,Male,17,PG,Manager,106629,70.5,51.79,5.6,5.6,Medium,76.56,Yes,Yes,2.4,Poor,3,Sports,Pass,Offline,52,53
959,Anjali,Female,15,High School,Farmer,455809,68.36,73.96,1.3,6.3,Medium,98.31,No,Yes,1.6,Excellent,5,Music,Pass,Online,20,17
960,Aryan,Male,15,PG,Engineer,479944,82.48,75.14,3.8,7.1,Medium,84.63,No,Yes,0.2,Average,1,None,Pass,Offline,52,53
961,Pranav,Male,16,High School,Driver,374060,93.99,53.62,1.5,6.6,High,80.77,No,No,0.5,Good,2,Music,Pass,Offline,44,47
962,Abhishek,Male,14,PG,Professor,482071,97.81,80.21,5.6,7.7,High,61.06,Yes,No,2.1,Average,3,None,Pass,Online,52,53
963,Bhavna,Female,15,UG,Teacher,177060,78.42,53.31,5.2,7.2,High,82.06,Yes,No,2.5,Poor,4,Art,Pass,Online,52,53
964,Swati,Female,18,PG,Manager,307365,88.62,68.85,3,9,Low,97.82,No,Yes,3.9,Average,4,Dance,Pass,Offline,52,53
965,Riya,Female,15,High School,Tailor,140931,69.27,86.02,3.6,6.5,High,83.05,Yes,No,1.8,Good,1,Art,Pass,Offline,68,69
966,Aarav,Male,15,High School,Tailor,185105,51.82,58.49,5.4,8.6,Medium,83.02,Yes,Yes,0.2,Average,4,Art,Pass,Online,60,67
967,Siddharth,Male,15,High School,Shopkeeper,52246,97.59,49.75,2.3,7,Low,92.21,No,Yes,2.9,Good,2,None,Pass,Offline,50,47
968,Priya,Female,14,UG,Salesperson,469019,73.38,51.88,4.3,5.2,High,93.9,No,No,3.2,Average,1,Music,Pass,Offline,52,53
969,Trisha,Female,14,High School,Farmer,319157,90.31,85.22,2.2,6.2,High,67.18,No,Yes,1.2,Excellent,5,None,Pass,Online,27,23
970,Nikita,Female,14,PG,Doctor,345308,86.11,52.67,3.6,6.4,High,86.32,Yes,Yes,0.9,Poor,3,Dance,Pass,Offline,52,53
971,Nikita,Female,16,High School,Tailor,324816,97.01,79.91,4.5,7,Low,78.52,No,Yes,3.2,Good,5,Dance,Pass,Online,46,45
972,Bhavna,Female,14,UG,Clerk,358977,64.71,88.23,5.3,6,Medium,62.52,No,No,0.3,Poor,5,Sports,Pass,Online,52,50
973,Isha,Female,17,UG,Teacher,151302,87.04,57.16,4.7,7.8,Low,96.8,Yes,No,1.7,Poor,2,Sports,Pass,Offline,52,53
974,Isha,Female,15,PG,Doctor,250561,75.51,68.96,3.9,5.2,Medium,65.93,No,No,3,Poor,5,Art,Pass,Offline,52,49
975,Raj,Male,17,UG,Clerk,53628,85.07,50.74,2.3,8,Medium,50.36,No,Yes,1.1,Excellent,3,None,Pass,Online,52,53
976,Krishna,Male,16,High School,Driver,485304,69.53,40.08,5.3,5,Medium,98.65,Yes,No,1,Average,3,None,Pass,Offline,67,57
977,Diya,Female,15,PG,Professor,247235,92.47,81.6,1.2,7,Low,74.5,Yes,No,0.8,Excellent,1,Dance,Pass,Offline,52,53
978,Riya,Female,17,UG,Teacher,447345,57.43,93.33,4.8,8.2,Low,54.59,No,Yes,0.7,Average,2,Music,Pass,Offline,52,53
979,Aanya,Female,14,PG,Engineer,490106,99.45,65.15,4.2,8.9,High,63.26,Yes,No,2.1,Good,2,Dance,Pass,Online,52,53
980,Nikhil,Male,17,UG,Salesperson,251400,58.6,58.25,4.9,5.4,Low,98.67,No,No,2.1,Excellent,3,Dance,Pass,Online,52,53
981,Aditya,Male,16,PG,Professor,263015,80.41,40.49,4.5,8.2,High,75.84,No,No,3.2,Average,2,Music,Pass,Offline,52,53
982,Raj,Male,15,High School,Shopkeeper,430444,71.86,70.97,2.4,8.2,Low,56.03,Yes,No,3.8,Good,4,Dance,Pass,Online,36,38
983,Aditya,Male,18,PG,Scientist,158200,94.64,70.81,4,5.9,High,70.18,No,No,0,Good,2,Music,Pass,Offline,52,53
984,Shreya,Female,17,High School,Shopkeeper,406076,92.28,62.68,1.1,8.4,Low,76.58,No,No,3.7,Good,4,Dance,Pass,Offline,26,26
985,Vivaan,Male,17,UG,Accountant,168580,70.66,73.59,1.5,8.3,Medium,84.22,Yes,Yes,0.9,Good,5,Art,Pass,Offline,52,48
986,Priya,Female,16,PG,Engineer,486350,93.89,58.12,5.8,7.3,High,78.83,Yes,No,2.5,Poor,1,None,Pass,Offline,52,53
987,Neha,Female,15,UG,Clerk,407312,71.16,51.92,5.4,8.2,Medium,65.58,No,No,1.2,Excellent,3,Music,Pass,Online,52,53
988,Abhishek,Male,16,High School,Security Guard,267641,69.61,66.77,1.5,7.6,Low,97.31,No,No,1.1,Good,4,Music,Pass,Online,29,29
989,Diya,Female,17,UG,Accountant,342109,75.42,78.66,3.5,6.9,High,58.93,No,Yes,1.6,Average,5,Dance,Pass,Offline,52,50
990,Rajat,Male,18,UG,Accountant,126768,94.73,97.58,3.9,6.4,Low,83.95,No,Yes,1.6,Excellent,3,Music,Pass,Offline,52,53
991,Krishna,Male,17,UG,Clerk,132935,92.19,72.73,3.9,7.3,High,51.75,No,No,3.3,Poor,4,Sports,Pass,Online,52,53
992,Tanya,Female,18,High School,Tailor,386202,81.16,44.7,4.7,8,Medium,96.59,Yes,No,0.2,Average,3,Music,Pass,Online,62,52
993,Harsh,Male,18,UG,Clerk,50324,68.69,75.46,4.4,5.1,Low,78.95,Yes,No,2.8,Excellent,5,None,Pass,Online,52,50
994,Rohan,Male,14,High School,Tailor,315575,84.24,80.17,4.7,8,High,53.59,No,No,0.9,Good,3,Art,Pass,Offline,62,62
995,Riya,Female,16,PG,Manager,345786,56.07,56.75,5.5,6.4,High,90.59,Yes,Yes,3.4,Excellent,4,Art,Pass,Offline,52,53
996,Simran,Female,18,PG,Scientist,66327,63.05,52.23,1.5,5.3,Medium,59.93,No,Yes,2.5,Excellent,1,Dance,Pass,Offline,52,53
997,Nikita,Female,15,UG,Technician,156137,71.68,83.62,4.4,8.6,High,82.24,No,Yes,3.2,Excellent,5,Art,Pass,Online,52,51
998,Nikita,Female,18,High School,Farmer,174248,83.46,96.71,5,5.8,High,72.82,No,Yes,0.8,Excellent,5,Art,Pass,Offline,50,48
999,Siddharth,Male,18,High School,Shopkeeper,202005,55.32,40.46,4.6,7.4,Medium,60.3,Yes,Yes,2.1,Good,3,Dance,Pass,Offline,61,61
1000,Sakshi,Female,17,UG,Accountant,307696,54.23,76.71,4.6,5.8,Medium,75.48,Yes,No,1.8,Good,2,Art,Pass,Online,52,53
